Anio,Codigo,Departamento,Población,Camas de hospitalización,Camas de observación,Consultorios de consulta externa,Consultorios en el servicio de urgencias,Mesas de partos,Número de unidades de odontología,Salas de quirófanos,Camas de hospitalización/Habitantes,Camas de observación/Habitantes,Consultorios de consulta externa/Habitantes,Consultorios en el servicio de urgencias/Habitantes,Mesas de partos/Habitantes,Número de unidades de odontología/Habitantes,Salas de quirófanos/Habitantes
2015,17.0,Caldas,984360.0,743,177,284,63,37,131,15,75.48,17.98,28.85,6.4,3.76,13.31,1.52
2015,18.0,Caquetá,398725.0,334,102,83,24,20,31,4,83.77,25.58,20.82,6.02,5.02,7.77,1.0
2015,85.0,Casanare,396320.0,301,183,98,36,21,42,6,75.95,46.17,24.73,9.08,5.3,10.6,1.51
2015,19.0,Cauca,1420313.0,763,313,245,66,59,187,13,53.72,22.04,17.25,4.65,4.15,13.17,0.92
2015,20.0,Cesar,1114269.0,721,204,266,61,48,89,13,64.71,18.31,23.87,5.47,4.31,7.99,1.17
2015,27.0,Chocó,509240.0,239,94,34,12,9,13,3,46.93,18.46,6.68,2.36,1.77,2.55,0.59
2015,25.0,Cundinamarca,2543338.0,1771,445,661,112,62,288,52,69.63,17.5,25.99,4.4,2.44,11.32,2.04
2015,23.0,Córdoba,1726287.0,774,342,342,92,42,125,13,44.84,19.81,19.81,5.33,2.43,7.24,0.75
2015,94.0,Guainía,43291.0,50,6,7,3,4,5,2,115.5,13.86,16.17,6.93,9.24,11.55,4.62
2015,95.0,Guaviare,77328.0,68,46,32,6,4,13,2,87.94,59.49,41.38,7.76,5.17,16.81,2.59
2015,41.0,Huila,1061405.0,896,422,292,81,44,173,17,84.42,39.76,27.51,7.63,4.15,16.3,1.6
2015,44.0,La Guajira,803092.0,454,197,234,42,23,95,14,56.53,24.53,29.14,5.23,2.86,11.83,1.74
2015,47.0,Magdalena,1268980.0,813,237,251,72,60,116,16,64.07,18.68,19.78,5.67,4.73,9.14,1.26
2015,50.0,Meta,987232.0,678,220,265,60,35,80,9,68.68,22.28,26.84,6.08,3.55,8.1,0.91
2015,,Nacional,46252492.0,26545,8427,9903,2012,1257,4054,542,57.39,18.22,21.41,4.35,2.72,8.76,1.17
2015,52.0,Nariño,1608726.0,691,564,569,93,78,290,18,42.95,35.06,35.37,5.78,4.85,18.03,1.12
2015,54.0,Norte de Santander,1409900.0,816,281,246,79,67,122,14,57.88,19.93,17.45,5.6,4.75,8.65,0.99
2015,86.0,Putumayo,327856.0,321,119,91,23,8,48,9,97.91,36.3,27.76,7.02,2.44,14.64,2.75
2015,63.0,Quindío,526484.0,549,164,164,34,15,76,8,104.28,31.15,31.15,6.46,2.85,14.44,1.52
2015,66.0,Risaralda,923443.0,695,210,298,41,17,98,11,75.26,22.74,32.27,4.44,1.84,10.61,1.19
2015,68.0,Santander,2097069.0,1576,372,430,127,97,175,29,75.15,17.74,20.5,6.06,4.63,8.34,1.38
2015,70.0,Sucre,867701.0,561,213,184,40,37,67,9,64.65,24.55,21.21,4.61,4.26,7.72,1.04
2015,73.0,Tolima,1320911.0,1073,360,330,88,58,117,18,81.23,27.25,24.98,6.66,4.39,8.86,1.36
2015,76.0,Valle del Cauca,4397194.0,1588,600,980,145,61,418,37,36.11,13.65,22.29,3.3,1.39,9.51,0.84
2015,97.0,Vaupés,37638.0,14,6,5,3,1,5,1,37.2,15.94,13.28,7.97,2.66,13.28,2.66
2015,99.0,Vichada,100392.0,92,9,19,6,6,7,1,91.64,8.96,18.93,5.98,5.98,6.97,1.0
2016,91.0,Amazonas,73790.0,86,36,27,10,9,11,2,116.55,48.79,36.59,13.55,12.2,14.91,2.71
2016,5.0,Antioquia,6211312.0,3770,998,1245,231,149,489,67,60.7,16.07,20.04,3.72,2.4,7.87,1.08
2016,81.0,Arauca,244206.0,328,84,113,16,10,22,11,134.31,34.4,46.27,6.55,4.09,9.01,4.5
2016,8.0,Atlántico,2427046.0,678,219,197,42,28,90,15,27.94,9.02,8.12,1.73,1.15,3.71,0.62
2016,11.0,"Bogotá, D.C.",7300918.0,3228,688,1122,128,30,239,86,44.21,9.42,15.37,1.75,0.41,3.27,1.18
2016,13.0,Bolívar,2013010.0,876,374,394,97,65,161,18,43.52,18.58,19.57,4.82,3.23,8.0,0.89
2016,15.0,Boyacá,1199978.0,786,205,488,62,34,216,21,65.5,17.08,40.67,5.17,2.83,18.0,1.75
2016,17.0,Caldas,987214.0,744,160,249,59,37,120,14,75.36,16.21,25.22,5.98,3.75,12.16,1.42
2016,18.0,Caquetá,399983.0,317,113,93,25,20,32,4,79.25,28.25,23.25,6.25,5.0,8.0,1.0
2016,85.0,Casanare,403554.0,301,105,113,28,21,40,6,74.59,26.02,28.0,6.94,5.2,9.91,1.49
2016,19.0,Cauca,1434395.0,472,218,215,57,51,187,8,32.91,15.2,14.99,3.97,3.56,13.04,0.56
2016,20.0,Cesar,1136299.0,669,327,276,66,44,89,13,58.88,28.78,24.29,5.81,3.87,7.83,1.14
2016,27.0,Chocó,518234.0,237,94,36,14,9,13,3,45.73,18.14,6.95,2.7,1.74,2.51,0.58
2016,25.0,Cundinamarca,2652076.0,1508,412,635,112,57,273,42,56.86,15.53,23.94,4.22,2.15,10.29,1.58
2016,23.0,Córdoba,1744254.0,801,377,353,80,43,127,84,45.92,21.61,20.24,4.59,2.47,7.28,4.82
2016,95.0,Guaviare,78796.0,68,46,32,6,4,13,2,86.3,58.38,40.61,7.61,5.08,16.5,2.54
2016,41.0,Huila,1073916.0,914,455,323,77,44,174,21,85.11,42.37,30.08,7.17,4.1,16.2,1.96
2016,44.0,La Guajira,822700.0,323,158,131,34,25,56,9,39.26,19.21,15.92,4.13,3.04,6.81,1.09
2016,47.0,Magdalena,1287462.0,817,260,256,70,58,120,17,63.46,20.19,19.88,5.44,4.5,9.32,1.32
2016,50.0,Meta,1004633.0,622,276,274,64,34,74,9,61.91,27.47,27.27,6.37,3.38,7.37,0.9
2016,,Nacional,46621373.0,25501,8606,10047,1957,1213,3930,617,54.7,18.46,21.55,4.2,2.6,8.43,1.32
2016,52.0,Nariño,1615767.0,683,581,554,93,75,276,19,42.27,35.96,34.29,5.76,4.64,17.08,1.18
2016,54.0,Norte de Santander,1424761.0,837,313,275,83,68,121,16,58.75,21.97,19.3,5.83,4.77,8.49,1.12
2016,86.0,Putumayo,334152.0,315,119,87,21,9,44,9,94.27,35.61,26.04,6.28,2.69,13.17,2.69
2016,63.0,Quindío,529891.0,536,147,173,40,14,71,10,101.15,27.74,32.65,7.55,2.64,13.4,1.89
2016,66.0,Risaralda,929046.0,723,207,315,42,18,105,13,77.82,22.28,33.91,4.52,1.94,11.3,1.4
2016,68.0,Santander,2119954.0,1574,426,409,133,97,182,29,74.25,20.09,19.29,6.27,4.58,8.59,1.37
2016,70.0,Sucre,877397.0,538,248,175,40,36,66,9,61.32,28.27,19.95,4.56,4.1,7.52,1.03
2016,73.0,Tolima,1323323.0,1073,363,326,90,60,117,19,81.08,27.43,24.63,6.8,4.53,8.84,1.44
2016,76.0,Valle del Cauca,4414569.0,1663,591,1156,134,61,397,40,37.67,13.39,26.19,3.04,1.38,8.99,0.91
2016,97.0,Vaupés,38737.0,14,6,5,3,3,5,1,36.14,15.49,12.91,7.74,7.74,12.91,2.58
2017,91.0,Amazonas,75104.0,86,40,32,10,9,11,2,114.51,53.26,42.61,13.31,11.98,14.65,2.66
2017,5.0,Antioquia,6296843.0,3537,1093,1242,233,146,487,68,56.17,17.36,19.72,3.7,2.32,7.73,1.08
2017,81.0,Arauca,250502.0,248,103,72,17,9,36,10,99.0,41.12,28.74,6.79,3.59,14.37,3.99
2017,8.0,Atlántico,2468429.0,542,220,202,41,29,90,10,21.96,8.91,8.18,1.66,1.17,3.65,0.41
2017,11.0,"Bogotá, D.C.",7337449.0,3342,688,998,121,24,226,72,45.55,9.38,13.6,1.65,0.33,3.08,0.98
2017,13.0,Bolívar,2035711.0,896,421,454,98,56,162,17,44.01,20.68,22.3,4.81,2.75,7.96,0.84
2017,15.0,Boyacá,1207665.0,911,212,567,63,35,216,24,75.43,17.55,46.95,5.22,2.9,17.89,1.99
2017,17.0,Caldas,991363.0,743,197,269,60,36,124,11,74.95,19.87,27.13,6.05,3.63,12.51,1.11
2017,18.0,Caquetá,401099.0,309,123,88,24,21,36,4,77.04,30.67,21.94,5.98,5.24,8.98,1.0
2017,85.0,Casanare,411255.0,332,102,115,32,21,46,6,80.73,24.8,27.96,7.78,5.11,11.19,1.46
2017,19.0,Cauca,1448837.0,794,309,248,68,55,205,15,54.8,21.33,17.12,4.69,3.8,14.15,1.04
2017,20.0,Cesar,1162415.0,639,310,286,65,43,90,13,54.97,26.67,24.6,5.59,3.7,7.74,1.12
2017,27.0,Chocó,526888.0,231,84,34,11,8,12,3,43.84,15.94,6.45,2.09,1.52,2.28,0.57
2017,25.0,Cundinamarca,2773285.0,1533,455,724,119,54,274,44,55.28,16.41,26.11,4.29,1.95,9.88,1.59
2017,23.0,Córdoba,1763053.0,784,403,383,78,42,129,14,44.47,22.86,21.72,4.42,2.38,7.32,0.79
2017,95.0,Guaviare,80507.0,100,9,32,6,4,13,2,124.21,11.18,39.75,7.45,4.97,16.15,2.48
2017,41.0,Huila,1086654.0,898,467,350,81,46,168,21,82.64,42.98,32.21,7.45,4.23,15.46,1.93
2017,44.0,La Guajira,846012.0,331,156,127,33,25,52,11,39.12,18.44,15.01,3.9,2.96,6.15,1.3
2017,47.0,Magdalena,1309259.0,853,236,264,66,56,116,18,65.15,18.03,20.16,5.04,4.28,8.86,1.37
2017,50.0,Meta,1021943.0,656,280,269,57,34,79,11,64.19,27.4,26.32,5.58,3.33,7.73,1.08
2017,,Nacional,47311641.0,25970,9034,10285,1981,1193,3915,546,54.89,19.09,21.74,4.19,2.52,8.27,1.15
2017,52.0,Nariño,1621984.0,729,576,460,96,72,242,20,44.94,35.51,28.36,5.92,4.44,14.92,1.23
2017,54.0,Norte de Santander,1446748.0,875,375,319,83,68,125,16,60.48,25.92,22.05,5.74,4.7,8.64,1.11
2017,86.0,Putumayo,340750.0,318,119,86,21,9,37,9,93.32,34.92,25.24,6.16,2.64,10.86,2.64
2017,63.0,Quindío,533966.0,560,151,189,40,15,69,8,104.88,28.28,35.4,7.49,2.81,12.92,1.5
2017,66.0,Risaralda,935164.0,682,232,309,46,18,104,13,72.93,24.81,33.04,4.92,1.92,11.12,1.39
2017,68.0,Santander,2146496.0,1624,422,415,132,94,179,33,75.66,19.66,19.33,6.15,4.38,8.34,1.54
2017,70.0,Sucre,888638.0,554,243,207,42,35,62,8,62.34,27.35,23.29,4.73,3.94,6.98,0.9
2017,73.0,Tolima,1326203.0,1095,357,335,93,59,122,17,82.57,26.92,25.26,7.01,4.45,9.2,1.28
2017,76.0,Valle del Cauca,4432549.0,1675,634,1188,138,63,391,43,37.79,14.3,26.8,3.11,1.42,8.82,0.97
2017,97.0,Vaupés,39811.0,14,6,5,3,3,5,1,35.17,15.07,12.56,7.54,7.54,12.56,2.51
2017,99.0,Vichada,105059.0,79,11,16,4,4,7,2,75.2,10.47,15.23,3.81,3.81,6.66,1.9
2018,91.0,Amazonas,76589.0,76,40,32,10,9,11,2,99.23,52.23,41.78,13.06,11.75,14.36,2.61
2018,5.0,Antioquia,6407102.0,3487,1100,1264,231,142,497,68,54.42,17.17,19.73,3.61,2.22,7.76,1.06
2018,81.0,Arauca,262174.0,242,103,79,17,9,31,10,92.31,39.29,30.13,6.48,3.43,11.82,3.81
2018,8.0,Atlántico,2535517.0,551,187,209,42,28,87,10,21.73,7.38,8.24,1.66,1.1,3.43,0.39
2018,11.0,"Bogotá, D.C.",7412566.0,3104,724,1026,118,17,234,70,41.87,9.77,13.84,1.59,0.23,3.16,0.94
2018,13.0,Bolívar,2070110.0,899,421,409,97,57,168,18,43.43,20.34,19.76,4.69,2.75,8.12,0.87
2018,15.0,Boyacá,1217376.0,938,215,600,62,34,219,23,77.05,17.66,49.29,5.09,2.79,17.99,1.89
2018,17.0,Caldas,998255.0,730,185,270,57,36,119,11,73.13,18.53,27.05,5.71,3.61,11.92,1.1
2018,18.0,Caquetá,401849.0,310,123,89,24,20,47,4,77.14,30.61,22.15,5.97,4.98,11.7,1.0
2018,85.0,Casanare,420504.0,342,87,106,31,21,43,6,81.33,20.69,25.21,7.37,4.99,10.23,1.43
2018,19.0,Cauca,1464488.0,813,357,255,73,54,191,16,55.51,24.38,17.41,4.98,3.69,13.04,1.09
2018,20.0,Cesar,1200574.0,652,332,305,67,44,95,13,54.31,27.65,25.4,5.58,3.66,7.91,1.08
2018,27.0,Chocó,534826.0,234,107,33,12,8,12,3,43.75,20.01,6.17,2.24,1.5,2.24,0.56
2018,25.0,Cundinamarca,2919060.0,1544,466,698,117,52,241,44,52.89,15.96,23.91,4.01,1.78,8.26,1.51
2018,23.0,Córdoba,1784783.0,804,413,543,81,41,123,13,45.05,23.14,30.42,4.54,2.3,6.89,0.73
2018,95.0,Guaviare,82767.0,106,9,32,6,4,13,2,128.07,10.87,38.66,7.25,4.83,15.71,2.42
2018,41.0,Huila,1100386.0,901,478,353,84,45,168,21,81.88,43.44,32.08,7.63,4.09,15.27,1.91
2018,44.0,La Guajira,880560.0,357,148,132,29,24,47,9,40.54,16.81,14.99,3.29,2.73,5.34,1.02
2018,47.0,Magdalena,1341746.0,863,304,266,65,57,121,16,64.32,22.66,19.82,4.84,4.25,9.02,1.19
2018,50.0,Meta,1039722.0,678,276,271,57,34,77,11,65.21,26.55,26.06,5.48,3.27,7.41,1.06
2018,,Nacional,48149100.0,25993,9238,10456,1966,1168,3862,541,53.98,19.19,21.72,4.08,2.43,8.02,1.12
2018,52.0,Nariño,1630592.0,742,581,452,97,71,225,19,45.5,35.63,27.72,5.95,4.35,13.8,1.17
2018,54.0,Norte de Santander,1491689.0,925,368,327,85,66,125,15,62.01,24.67,21.92,5.7,4.42,8.38,1.01
2018,86.0,Putumayo,348182.0,317,122,87,22,9,36,8,91.04,35.04,24.99,6.32,2.58,10.34,2.3
2018,63.0,Quindío,539904.0,562,160,202,36,13,69,7,104.09,29.63,37.41,6.67,2.41,12.78,1.3
2018,66.0,Risaralda,943401.0,709,228,309,43,17,97,14,75.15,24.17,32.75,4.56,1.8,10.28,1.48
2018,68.0,Santander,2184837.0,1561,474,413,126,94,179,33,71.45,21.69,18.9,5.77,4.3,8.19,1.51
2018,70.0,Sucre,904863.0,583,240,194,42,35,60,10,64.43,26.52,21.44,4.64,3.87,6.63,1.11
2018,73.0,Tolima,1330187.0,1085,332,338,86,58,117,18,81.57,24.96,25.41,6.47,4.36,8.8,1.35
2018,76.0,Valle del Cauca,4475886.0,1777,648,1141,141,61,399,44,39.7,14.48,25.49,3.15,1.36,8.91,0.98
2018,97.0,Vaupés,40797.0,14,0,5,3,3,5,1,34.32,0.0,12.26,7.35,7.35,12.26,2.45
2018,99.0,Vichada,107808.0,87,10,16,5,5,6,2,80.7,9.28,14.84,4.64,4.64,5.57,1.86
2019,91.0,Amazonas,77753.0,76,40,24,7,9,9,1,97.75,51.44,30.87,9.0,11.58,11.58,1.29
2019,5.0,Antioquia,6550206.0,3478,1066,1266,223,138,489,60,53.1,16.27,19.33,3.4,2.11,7.47,0.92
2019,81.0,Arauca,280109.0,282,108,97,18,9,31,10,100.68,38.56,34.63,6.43,3.21,11.07,3.57
2019,8.0,Atlántico,2638151.0,548,211,204,42,27,85,10,20.77,8.0,7.73,1.59,1.02,3.22,0.38
2019,11.0,"Bogotá, D.C.",7592871.0,3042,809,868,104,17,222,67,40.06,10.65,11.43,1.37,0.22,2.92,0.88
2019,13.0,Bolívar,2130512.0,893,422,399,93,56,165,18,41.91,19.81,18.73,4.37,2.63,7.74,0.84
2019,15.0,Boyacá,1230910.0,951,214,575,63,34,214,22,77.26,17.39,46.71,5.12,2.76,17.39,1.79
2019,17.0,Caldas,1008344.0,706,195,254,58,37,107,13,70.02,19.34,25.19,5.75,3.67,10.61,1.29
2019,18.0,Caquetá,406142.0,326,136,89,24,20,47,4,80.27,33.49,21.91,5.91,4.92,11.57,0.98
2019,85.0,Casanare,428563.0,372,111,113,33,23,42,6,86.8,25.9,26.37,7.7,5.37,9.8,1.4
2019,19.0,Cauca,1478407.0,828,372,263,72,52,205,16,56.01,25.16,17.79,4.87,3.52,13.87,1.08
2019,20.0,Cesar,1252398.0,643,331,363,71,40,98,13,51.34,26.43,28.98,5.67,3.19,7.82,1.04
2019,27.0,Chocó,539933.0,220,108,29,9,7,10,2,40.75,20.0,5.37,1.67,1.3,1.85,0.37
2019,25.0,Cundinamarca,3085522.0,1636,489,677,130,48,248,47,53.02,15.85,21.94,4.21,1.56,8.04,1.52
2019,23.0,Córdoba,1808439.0,862,426,570,86,43,152,13,47.67,23.56,31.52,4.76,2.38,8.41,0.72
2019,95.0,Guaviare,84716.0,97,9,39,6,1,11,2,114.5,10.62,46.04,7.08,1.18,12.98,2.36
2019,41.0,Huila,1111844.0,916,543,338,85,42,168,20,82.39,48.84,30.4,7.64,3.78,15.11,1.8
2019,44.0,La Guajira,927506.0,364,151,129,31,22,41,9,39.25,16.28,13.91,3.34,2.37,4.42,0.97
2019,47.0,Magdalena,1388832.0,872,296,296,68,56,121,16,62.79,21.31,21.31,4.9,4.03,8.71,1.15
2019,50.0,Meta,1052125.0,672,277,284,59,34,77,12,63.87,26.33,26.99,5.61,3.23,7.32,1.14
2019,,Nacional,49283723.0,26138,9551,10413,1972,1142,3836,525,53.04,19.38,21.13,4.0,2.32,7.78,1.07
2019,52.0,Nariño,1628981.0,746,584,482,97,68,219,19,45.8,35.85,29.59,5.95,4.17,13.44,1.17
2019,54.0,Norte de Santander,1565362.0,871,349,335,86,67,125,12,55.64,22.3,21.4,5.49,4.28,7.99,0.77
2019,86.0,Putumayo,353759.0,327,125,86,23,9,36,8,92.44,35.33,24.31,6.5,2.54,10.18,2.26
2019,63.0,Quindío,547855.0,536,152,186,33,13,68,7,97.84,27.74,33.95,6.02,2.37,12.41,1.28
2019,66.0,Risaralda,952511.0,697,239,310,43,18,97,12,73.18,25.09,32.55,4.51,1.89,10.18,1.26
2019,68.0,Santander,2237587.0,1581,483,414,125,94,177,28,70.66,21.59,18.5,5.59,4.2,7.91,1.25
2019,70.0,Sucre,928984.0,583,263,196,43,34,62,8,62.76,28.31,21.1,4.63,3.66,6.67,0.86
2019,73.0,Tolima,1335313.0,1084,352,330,85,57,111,23,81.18,26.36,24.71,6.37,4.27,8.31,1.72
2019,76.0,Valle del Cauca,4506768.0,1835,674,1175,147,59,386,44,40.72,14.96,26.07,3.26,1.31,8.56,0.98
2019,97.0,Vaupés,42721.0,14,0,5,3,3,5,1,32.77,0.0,11.7,7.02,7.02,11.7,2.34
2019,99.0,Vichada,110599.0,80,16,17,5,5,8,2,72.33,14.47,15.37,4.52,4.52,7.23,1.81
2020,91.0,Amazonas,80472.0,109,32,23,4,9,16,2,135.45,39.77,28.58,4.97,11.18,19.88,2.49
2020,5.0,Antioquia,6649401.0,3570,935,1295,229,140,498,62,53.69,14.06,19.48,3.44,2.11,7.49,0.93
2020,81.0,Arauca,291252.0,327,102,98,18,8,34,10,112.27,35.02,33.65,6.18,2.75,11.67,3.43
2020,8.0,Atlántico,2693665.0,550,240,192,46,29,85,6,20.42,8.91,7.13,1.71,1.08,3.16,0.22
2020,11.0,"Bogotá, D.C.",7732161.0,3042,781,819,104,17,208,67,39.34,10.1,10.59,1.35,0.22,2.69,0.87
2020,13.0,Bolívar,2169294.0,898,388,397,89,57,157,20,41.4,17.89,18.3,4.1,2.63,7.24,0.92
2020,15.0,Boyacá,1257289.0,1024,242,670,68,34,269,22,81.45,19.25,53.29,5.41,2.7,21.4,1.75
2020,17.0,Caldas,1021435.0,763,188,261,56,37,109,13,74.7,18.41,25.55,5.48,3.62,10.67,1.27
2020,18.0,Caquetá,413688.0,337,102,72,23,19,46,4,81.46,24.66,17.4,5.56,4.59,11.12,0.97
2020,85.0,Casanare,443532.0,416,119,119,38,23,41,6,93.79,26.83,26.83,8.57,5.19,9.24,1.35
2020,19.0,Cauca,1508061.0,894,369,256,72,51,209,18,59.28,24.47,16.98,4.77,3.38,13.86,1.19
2020,20.0,Cesar,1290919.0,720,333,339,68,38,99,13,55.77,25.8,26.26,5.27,2.94,7.67,1.01
2020,27.0,Chocó,562387.0,341,169,85,34,29,34,2,60.63,30.05,15.11,6.05,5.16,6.05,0.36
2020,25.0,Cundinamarca,3147954.0,1620,511,711,142,48,245,49,51.46,16.23,22.59,4.51,1.52,7.78,1.56
2020,23.0,Córdoba,1842585.0,901,489,565,91,42,150,14,48.9,26.54,30.66,4.94,2.28,8.14,0.76
2020,94.0,Guainía,52006.0,39,17,18,1,3,7,3,74.99,32.69,34.61,1.92,5.77,13.46,5.77
2020,95.0,Guaviare,89050.0,116,9,39,6,4,11,2,130.26,10.11,43.8,6.74,4.49,12.35,2.25
2020,41.0,Huila,1136911.0,1048,445,334,93,43,164,20,92.18,39.14,29.38,8.18,3.78,14.43,1.76
2020,44.0,La Guajira,964067.0,377,173,146,30,22,39,9,39.11,17.94,15.14,3.11,2.28,4.05,0.93
2020,47.0,Magdalena,1426023.0,792,315,326,64,61,127,18,55.54,22.09,22.86,4.49,4.28,8.91,1.26
2020,50.0,Meta,1082032.0,749,275,294,61,37,82,11,69.22,25.42,27.17,5.64,3.42,7.58,1.02
2020,,Nacional,50345749.0,27491,9387,10730,2041,1174,3909,542,54.6,18.65,21.31,4.05,2.33,7.76,1.08
2020,52.0,Nariño,1665454.0,809,635,474,98,71,216,20,48.58,38.13,28.46,5.88,4.26,12.97,1.2
2020,54.0,Norte de Santander,1617209.0,881,335,339,88,62,123,12,54.48,20.71,20.96,5.44,3.83,7.61,0.74
2020,86.0,Putumayo,364883.0,331,119,97,22,10,35,8,90.71,32.61,26.58,6.03,2.74,9.59,2.19
2020,63.0,Quindío,553321.0,459,109,173,35,12,59,7,82.95,19.7,31.27,6.33,2.17,10.66,1.27
2020,66.0,Risaralda,962779.0,707,239,318,43,16,96,12,73.43,24.82,33.03,4.47,1.66,9.97,1.25
2020,68.0,Santander,2282208.0,1699,413,503,130,95,176,28,74.45,18.1,22.04,5.7,4.16,7.71,1.23
2020,70.0,Sucre,950612.0,586,239,184,43,35,62,7,61.64,25.14,19.36,4.52,3.68,6.52,0.74
2020,73.0,Tolima,1354338.0,1151,368,317,90,55,109,27,84.99,27.17,23.41,6.65,4.06,8.05,1.99
2020,76.0,Valle del Cauca,4582377.0,2113,684,1241,147,59,390,47,46.11,14.93,27.08,3.21,1.29,8.51,1.03
2020,97.0,Vaupés,43188.0,45,6,8,3,3,5,1,104.2,13.89,18.52,6.95,6.95,11.58,2.32
2020,99.0,Vichada,115196.0,77,6,17,5,5,8,2,66.84,5.21,14.76,4.34,4.34,6.94,1.74
2021,91.0,Amazonas,82171.0,34,41,16,2,15,3,2,41.38,49.9,19.47,2.43,18.25,3.65,2.43
2021,5.0,Antioquia,6726219.0,3516,1102,1386,225,137,500,62,52.27,16.38,20.61,3.35,2.04,7.43,0.92
2021,81.0,Arauca,300637.0,260,112,153,22,9,29,13,86.48,37.25,50.89,7.32,2.99,9.65,4.32
2021,88.0,"Archipiélago de San Andrés, Providencia y Santa Catalina",62159.0,113,49,29,8,1,4,3,181.79,78.83,46.65,12.87,1.61,6.44,4.83
2021,8.0,Atlántico,2741002.0,440,197,214,46,27,83,6,16.05,7.19,7.81,1.68,0.99,3.03,0.22
2021,11.0,"Bogotá, D.C.",7823334.0,3022,726,907,93,13,207,68,38.63,9.28,11.59,1.19,0.17,2.65,0.87
2021,13.0,Bolívar,2202773.0,1056,452,541,110,49,153,21,47.94,20.52,24.56,4.99,2.22,6.95,0.95
2021,15.0,Boyacá,1271639.0,1231,275,828,73,34,279,23,96.8,21.63,65.11,5.74,2.67,21.94,1.81
2021,17.0,Caldas,1028635.0,700,261,319,61,35,113,12,68.05,25.37,31.01,5.93,3.4,10.99,1.17
2021,18.0,Caquetá,418267.0,370,150,96,23,18,46,4,88.46,35.86,22.95,5.5,4.3,11.0,0.96
2021,85.0,Casanare,452098.0,394,139,179,36,23,45,6,87.15,30.75,39.59,7.96,5.09,9.95,1.33
2021,19.0,Cauca,1525284.0,998,386,270,80,46,204,19,65.43,25.31,17.7,5.24,3.02,13.37,1.25
2021,20.0,Cesar,1322378.0,703,322,387,66,34,97,13,53.16,24.35,29.27,4.99,2.57,7.34,0.98
2021,27.0,Chocó,573848.0,322,165,79,36,33,36,3,56.11,28.75,13.77,6.27,5.75,6.27,0.52
2021,25.0,Cundinamarca,3233689.0,1541,560,1072,128,46,237,50,47.65,17.32,33.15,3.96,1.42,7.33,1.55
2021,23.0,Córdoba,1864336.0,756,489,608,89,43,148,13,40.55,26.23,32.61,4.77,2.31,7.94,0.7
2021,94.0,Guainía,53583.0,27,10,8,1,1,4,1,50.39,18.66,14.93,1.87,1.87,7.47,1.87
2021,95.0,Guaviare,91717.0,116,9,40,6,4,11,2,126.48,9.81,43.61,6.54,4.36,11.99,2.18
2021,41.0,Huila,1151211.0,1045,452,353,93,43,135,20,90.77,39.26,30.66,8.08,3.74,11.73,1.74
2021,44.0,La Guajira,993081.0,375,165,192,28,19,39,7,37.76,16.61,19.33,2.82,1.91,3.93,0.7
2021,47.0,Magdalena,1454154.0,829,321,368,63,60,122,18,57.01,22.07,25.31,4.33,4.13,8.39,1.24
2021,50.0,Meta,1098104.0,710,257,314,62,36,86,8,64.66,23.4,28.59,5.65,3.28,7.83,0.73
2021,,Nacional,51117378.0,27717,10006,12653,2053,1122,3802,543,54.22,19.57,24.75,4.02,2.19,7.44,1.06
2021,52.0,Nariño,1678786.0,837,640,504,102,68,202,19,49.86,38.12,30.02,6.08,4.05,12.03,1.13
2021,54.0,Norte de Santander,1654341.0,915,411,657,89,48,117,12,55.31,24.84,39.71,5.38,2.9,7.07,0.73
2021,86.0,Putumayo,371213.0,348,141,95,23,9,37,9,93.75,37.98,25.59,6.2,2.42,9.97,2.42
2021,63.0,Quindío,557099.0,598,100,165,29,10,56,6,107.34,17.95,29.62,5.21,1.8,10.05,1.08
2021,66.0,Risaralda,968287.0,737,238,358,44,16,89,12,76.11,24.58,36.97,4.54,1.65,9.19,1.24
2021,68.0,Santander,2312097.0,1706,557,636,126,92,172,29,73.79,24.09,27.51,5.45,3.98,7.44,1.25
2021,70.0,Sucre,966893.0,550,236,208,44,33,61,7,56.88,24.41,21.51,4.55,3.41,6.31,0.72
2021,73.0,Tolima,1361931.0,1251,401,316,91,56,107,27,91.85,29.44,23.2,6.68,4.11,7.86,1.98
2021,76.0,Valle del Cauca,4613764.0,2118,626,1331,146,56,366,45,45.91,13.57,28.85,3.16,1.21,7.93,0.98
2021,97.0,Vaupés,44378.0,22,10,7,3,3,6,1,49.57,22.53,15.77,6.76,6.76,13.52,2.25
2021,99.0,Vichada,118270.0,77,6,17,5,5,8,2,65.11,5.07,14.37,4.23,4.23,6.76,1.69
2022,91.0,Amazonas,83690.0,74,22,17,2,1,3,2,88.42,26.29,20.31,2.39,1.19,3.58,2.39
2022,5.0,Antioquia,6787846.0,3526,1160,1484,240,134,493,67,51.95,17.09,21.86,3.54,1.97,7.26,0.99
2022,81.0,Arauca,307628.0,298,136,137,20,9,30,12,96.87,44.21,44.53,6.5,2.93,9.75,3.9
2022,88.0,"Archipiélago de San Andrés, Providencia y Santa Catalina",62255.0,59,19,28,6,1,3,2,94.77,30.52,44.98,9.64,1.61,4.82,3.21
2022,8.0,Atlántico,2774958.0,475,238,316,47,26,86,5,17.12,8.58,11.39,1.69,0.94,3.1,0.18
2022,11.0,"Bogotá, D.C.",7873316.0,2911,721,976,97,15,201,65,36.97,9.16,12.4,1.23,0.19,2.55,0.83
