Codigo,DPNOM,MPIO,Municipio_y,Municipio_Departamento,IPS_2022,IPS/Habitantes
15,Boyacá,15224,Cucaita,Cucaita (Boyacá),1.0,25.0
15,Boyacá,15368,Jericó,Jericó (Boyacá),1.0,25.0
54,Norte de Santander,54673,San Cayetano,San Cayetano (Norte de Santander),2.0,25.0
13,Bolívar,13140,Calamar,Calamar (Bolívar),6.0,25.0
13,Bolívar,13074,Barranco de Loba,Barranco de Loba (Bolívar),4.0,25.0
13,Bolívar,13647,San Estanislao,San Estanislao (Bolívar),5.0,25.0
19,Cauca,19573,Puerto Tejada,Puerto Tejada (Cauca),11.0,25.0
8,Atlántico,8433,Malambo,Malambo (Atlántico),36.0,25.0
41,Huila,41298,Garzón,Garzón (Huila),19.0,25.0
41,Huila,41530,Palestina,Palestina (Huila),3.0,25.0
8,Atlántico,8558,Polonuevo,Polonuevo (Atlántico),5.0,25.0
68,Santander,68780,Suratá,Suratá (Santander),1.0,25.0
54,Norte de Santander,54680,Santiago,Santiago (Norte de Santander),1.0,26.0
76,Valle del Cauca,76275,Florida,Florida (Valle del cauca),15.0,26.0
47,Magdalena,47980,Zona Bananera,Zona Bananera (Magdalena),20.0,26.0
25,Cundinamarca,25862,Vergara,Vergara (Cundinamarca),2.0,26.0
8,Atlántico,8372,Juan de Acosta,Juan de Acosta (Atlántico),6.0,26.0
50,Meta,50223,Cubarral,Cubarral (Meta),2.0,26.0
18,Caquetá,18479,Morelia,Morelia (Caquetá),1.0,26.0
19,Cauca,19100,Bolívar,Bolívar (Cauca),10.0,26.0
54,Norte de Santander,54660,Salazar,Salazar (Norte de Santander),3.0,26.0
25,Cundinamarca,25339,Gutiérrez,Gutiérrez (Cundinamarca),1.0,26.0
52,Nariño,52885,Yacuanquer,Yacuanquer (Nariño),3.0,26.0
5,Antioquia,5664,San Pedro de Los Milagros,San Pedro de Los Milagros (Antioquia),6.0,26.0
15,Boyacá,15162,Cerinza,Cerinza (Boyacá),1.0,26.0
44,La Guajira,44378,Hatonuevo,Hatonuevo (La Guajira),6.0,26.0
68,Santander,68820,Tona,Tona (Santander),2.0,26.0
73,Tolima,73770,Suárez,Suárez (Tolima),1.0,26.0
25,Cundinamarca,25245,El Colegio,El Colegio (Cundinamarca),7.0,26.0
13,Bolívar,13760,Soplaviento,Soplaviento (Bolívar),3.0,26.0
15,Boyacá,15820,Tópaga,Tópaga (Boyacá),1.0,26.0
73,Tolima,73449,Melgar,Melgar (Tolima),10.0,26.0
5,Antioquia,5591,Puerto Triunfo,Puerto Triunfo (Antioquia),5.0,26.0
5,Antioquia,5658,San José de La Montaña,San José de La Montaña (Antioquia),1.0,26.0
25,Cundinamarca,25817,Tocancipá,Tocancipá (Cundinamarca),12.0,26.0
13,Bolívar,13600,Río Viejo,Río Viejo (Bolívar),3.0,26.0
8,Atlántico,8560,Ponedera,Ponedera (Atlántico),7.0,27.0
52,Nariño,52323,Gualmatán,Gualmatán (Nariño),2.0,27.0
68,Santander,68500,Oiba,Oiba (Santander),3.0,27.0
13,Bolívar,13188,Cicuco,Cicuco (Bolívar),4.0,27.0
70,Sucre,70429,Majagual,Majagual (Sucre),11.0,27.0
76,Valle del Cauca,76109,Buenaventura,Buenaventura (Valle del cauca),87.0,27.0
15,Boyacá,15212,Coper,Coper (Boyacá),1.0,27.0
15,Boyacá,15377,Labranzagrande,Labranzagrande (Boyacá),1.0,27.0
20,Cesar,20060,Bosconia,Bosconia (Cesar),12.0,27.0
70,Sucre,70670,Sampués,Sampués (Sucre),14.0,27.0
23,Córdoba,23079,Buenavista,Buenavista (Córdoba),6.0,27.0
27,Chocó,27025,Alto Baudó,Alto Baudó (Chocó),8.0,27.0
47,Magdalena,47745,Sitionuevo,Sitionuevo (Magdalena),8.0,27.0
15,Boyacá,15690,Santa María,Santa María (Boyacá),1.0,27.0
27,Chocó,27075,Bahía Solano,Bahía Solano (Chocó),3.0,27.0
68,Santander,68079,Barichara,Barichara (Santander),3.0,27.0
76,Valle del Cauca,76113,Bugalagrande,Bugalagrande (Valle del cauca),7.0,27.0
66,Risaralda,66400,La Virginia,La Virginia (Risaralda),8.0,28.0
20,Cesar,20250,El Paso,El Paso (Cesar),12.0,28.0
25,Cundinamarca,25807,Tibirita,Tibirita (Cundinamarca),1.0,28.0
5,Antioquia,5607,Retiro,Retiro (Antioquia),7.0,28.0
25,Cundinamarca,25572,Puerto Salgar,Puerto Salgar (Cundinamarca),5.0,28.0
94,Guainía,94001,Inírida,Inírida (Guainía),10.0,28.0
54,Norte de Santander,54051,Arboledas,Arboledas (Norte de Santander),3.0,28.0
68,Santander,68745,Simacota,Simacota (Santander),3.0,28.0
41,Huila,41396,La Plata,La Plata (Huila),18.0,28.0
91,Amazonas,91001,Leticia,Leticia (Amazonas),15.0,28.0
68,Santander,68266,Enciso,Enciso (Santander),1.0,28.0
81,Arauca,81065,Arauquita,Arauquita (Arauca),17.0,28.0
5,Antioquia,5284,Frontino,Frontino (Antioquia),6.0,28.0
8,Atlántico,8549,Piojó,Piojó (Atlántico),2.0,28.0
50,Meta,50689,San Martín,San Martín (Meta),8.0,28.0
52,Nariño,52835,San Andrés de Tumaco,San Andrés de Tumaco (Nariño),75.0,28.0
52,Nariño,52411,Linares,Linares (Nariño),3.0,29.0
15,Boyacá,15673,San Mateo,San Mateo (Boyacá),1.0,29.0
15,Boyacá,15514,Páez,Páez (Boyacá),1.0,29.0
20,Cesar,20400,La Jagua de Ibirico,La Jagua de Ibirico (Cesar),15.0,29.0
25,Cundinamarca,25299,Gama,Gama (Cundinamarca),1.0,29.0
15,Boyacá,15810,Tipacoque,Tipacoque (Boyacá),1.0,29.0
19,Cauca,19532,Patía,Patía (Cauca),11.0,29.0
47,Magdalena,47030,Algarrobo,Algarrobo (Magdalena),5.0,29.0
5,Antioquia,5315,Guadalupe,Guadalupe (Antioquia),2.0,29.0
50,Meta,50226,Cumaral,Cumaral (Meta),7.0,29.0
73,Tolima,73547,Piedras,Piedras (Tolima),2.0,29.0
50,Meta,50110,Barranca de Upía,Barranca de Upía (Meta),2.0,29.0
20,Cesar,20175,Chimichagua,Chimichagua (Cesar),11.0,29.0
25,Cundinamarca,25769,Subachoque,Subachoque (Cundinamarca),5.0,29.0
8,Atlántico,8421,Luruaco,Luruaco (Atlántico),9.0,29.0
68,Santander,68162,Cerrito,Cerrito (Santander),2.0,29.0
85,Casanare,85400,Támara,Támara (Casanare),2.0,29.0
76,Valle del Cauca,76130,Candelaria,Candelaria (Valle del cauca),27.0,29.0
5,Antioquia,5154,Caucasia,Caucasia (Antioquia),28.0,29.0
52,Nariño,52079,Barbacoas,Barbacoas (Nariño),17.0,29.0
20,Cesar,20228,Curumaní,Curumaní (Cesar),12.0,29.0
15,Boyacá,15808,Tinjacá,Tinjacá (Boyacá),1.0,29.0
68,Santander,68368,Jesús María,Jesús María (Santander),1.0,29.0
15,Boyacá,15325,Guayatá,Guayatá (Boyacá),1.0,29.0
27,Chocó,27413,Lloró,Lloró (Chocó),3.0,29.0
20,Cesar,20770,San Martín,San Martín (Cesar),9.0,30.0
68,Santander,68895,Zapatoca,Zapatoca (Santander),3.0,30.0
15,Boyacá,15172,Chinavita,Chinavita (Boyacá),1.0,30.0
17,Caldas,17541,Pensilvania,Pensilvania (Caldas),6.0,30.0
85,Casanare,85010,Aguazul,Aguazul (Casanare),12.0,30.0
27,Chocó,27205,Condoto,Condoto (Chocó),4.0,30.0
13,Bolívar,13006,Achí,Achí (Bolívar),8.0,30.0
44,La Guajira,44430,Maicao,Maicao (La Guajira),58.0,30.0
25,Cundinamarca,25645,San Antonio del Tequendama,San Antonio del Tequendama (Cundinamarca),4.0,30.0
27,Chocó,27099,Bojayá,Bojayá (Chocó),4.0,30.0
15,Boyacá,15276,Floresta,Floresta (Boyacá),1.0,30.0
23,Córdoba,23686,San Pelayo,San Pelayo (Córdoba),16.0,30.0
15,Boyacá,15572,Puerto Boyacá,Puerto Boyacá (Boyacá),15.0,30.0
47,Magdalena,47545,Pijiño del Carmen,Pijiño del Carmen (Magdalena),4.0,30.0
15,Boyacá,15696,Santa Sofía,Santa Sofía (Boyacá),1.0,30.0
25,Cundinamarca,25398,La Peña,La Peña (Cundinamarca),2.0,31.0
86,Putumayo,86568,Puerto Asís,Puerto Asís (Putumayo),22.0,31.0
25,Cundinamarca,25281,Fosca,Fosca (Cundinamarca),2.0,31.0
70,Sucre,70713,San Onofre,San Onofre (Sucre),17.0,31.0
68,Santander,68755,Socorro,Socorro (Santander),11.0,31.0
5,Antioquia,5667,San Rafael,San Rafael (Antioquia),5.0,31.0
68,Santander,68209,Confines,Confines (Santander),1.0,31.0
85,Casanare,85440,Villanueva,Villanueva (Casanare),12.0,31.0
25,Cundinamarca,25324,Guataquí,Guataquí (Cundinamarca),1.0,31.0
15,Boyacá,15135,Campohermoso,Campohermoso (Boyacá),1.0,31.0
8,Atlántico,8770,Suan,Suan (Atlántico),4.0,31.0
19,Cauca,19418,López de Micay,López de Micay (Cauca),6.0,31.0
73,Tolima,73152,Casabianca,Casabianca (Tolima),2.0,31.0
50,Meta,50124,Cabuyaro,Cabuyaro (Meta),2.0,31.0
63,Quindio,63111,Buenavista,Buenavista (Quindío),1.0,31.0
15,Boyacá,15762,Sora,Sora (Boyacá),1.0,31.0
15,Boyacá,15131,Caldas,Caldas (Boyacá),1.0,31.0
5,Antioquia,5579,Puerto Berrío,Puerto Berrío (Antioquia),13.0,31.0
5,Antioquia,5147,Carepa,Carepa (Antioquia),16.0,31.0
47,Magdalena,47551,Pivijay,Pivijay (Magdalena),13.0,32.0
23,Córdoba,23670,San Andrés Sotavento,San Andrés Sotavento (Córdoba),16.0,32.0
68,Santander,68547,Piedecuesta,Piedecuesta (Santander),61.0,32.0
13,Bolívar,13673,Santa Catalina,Santa Catalina (Bolívar),5.0,32.0
15,Boyacá,15403,La Uvita,La Uvita (Boyacá),1.0,32.0
23,Córdoba,23350,La Apartada,La Apartada (Córdoba),5.0,32.0
8,Atlántico,8606,Repelón,Repelón (Atlántico),9.0,32.0
15,Boyacá,15753,Soatá,Soatá (Boyacá),3.0,32.0
20,Cesar,20013,Agustín Codazzi,Agustín Codazzi (Cesar),22.0,32.0
91,Amazonas,91405,La Chorrera,La Chorrera (Amazonas),1.0,32.0
20,Cesar,20614,Río de Oro,Río de Oro (Cesar),6.0,32.0
15,Boyacá,15299,Garagoa,Garagoa (Boyacá),6.0,32.0
8,Atlántico,8078,Baranoa,Baranoa (Atlántico),22.0,32.0
47,Magdalena,47605,Remolino,Remolino (Magdalena),4.0,32.0
41,Huila,41799,Tello,Tello (Huila),4.0,32.0
15,Boyacá,15248,El Espino,El Espino (Boyacá),1.0,32.0
54,Norte de Santander,54125,Cácota,Cácota (Norte de Santander),1.0,32.0
15,Boyacá,15676,San Miguel de Sema,San Miguel de Sema (Boyacá),1.0,32.0
25,Cundinamarca,25662,San Juan de Rioseco,San Juan de Rioseco (Cundinamarca),3.0,33.0
85,Casanare,85250,Paz de Ariporo,Paz de Ariporo (Casanare),13.0,33.0
44,La Guajira,44098,Distracción,Distracción (La Guajira),5.0,33.0
86,Putumayo,86320,Orito,Orito (Putumayo),13.0,33.0
20,Cesar,20238,El Copey,El Copey (Cesar),11.0,33.0
17,Caldas,17495,Norcasia,Norcasia (Caldas),2.0,33.0
15,Boyacá,15761,Somondoco,Somondoco (Boyacá),1.0,33.0
86,Putumayo,86755,San Francisco,San Francisco (Putumayo),2.0,33.0
52,Nariño,52683,Sandoná,Sandoná (Nariño),7.0,33.0
70,Sucre,70204,Coloso,Coloso (Sucre),3.0,33.0
5,Antioquia,5837,Turbo,Turbo (Antioquia),43.0,33.0
68,Santander,68296,Galán,Galán (Santander),1.0,33.0
52,Nariño,52678,Samaniego,Samaniego (Nariño),10.0,34.0
52,Nariño,52520,Francisco Pizarro,Francisco Pizarro (Nariño),5.0,34.0
15,Boyacá,15187,Chivatá,Chivatá (Boyacá),1.0,34.0
70,Sucre,70742,San Luis de Sincé,San Luis de Sincé (Sucre),11.0,34.0
85,Casanare,85430,Trinidad,Trinidad (Casanare),5.0,34.0
68,Santander,68169,Charta,Charta (Santander),1.0,34.0
68,Santander,68176,Chimá,Chimá (Santander),1.0,34.0
5,Antioquia,5490,Necoclí,Necoclí (Antioquia),15.0,34.0
66,Risaralda,66456,Mistrató,Mistrató (Risaralda),6.0,34.0
15,Boyacá,15293,Gachantivá,Gachantivá (Boyacá),1.0,34.0
50,Meta,50573,Puerto López,Puerto López (Meta),11.0,34.0
15,Boyacá,15879,Viracachá,Viracachá (Boyacá),1.0,34.0
27,Chocó,27160,Cértegui,Cértegui (Chocó),2.0,34.0
27,Chocó,27600,Río Quito,Río Quito (Chocó),3.0,34.0
88,Archipiélago de San Andrés,88564,Providencia,Providencia (San Andrés y Providencia),2.0,34.0
15,Boyacá,15516,Paipa,Paipa (Boyacá),12.0,34.0
8,Atlántico,8141,Candelaria,Candelaria (Atlántico),6.0,34.0
15,Boyacá,15469,Moniquirá,Moniquirá (Boyacá),8.0,34.0
44,La Guajira,44874,Villanueva,Villanueva (La Guajira),11.0,34.0
73,Tolima,73226,Cunday,Cunday (Tolima),3.0,34.0
27,Chocó,27073,Bagadó,Bagadó (Chocó),4.0,35.0
41,Huila,41551,Pitalito,Pitalito (Huila),46.0,35.0
76,Valle del Cauca,76892,Yumbo,Yumbo (Valle del cauca),38.0,35.0
13,Bolívar,13620,San Cristóbal,San Cristóbal (Bolívar),3.0,35.0
47,Magdalena,47189,Ciénaga,Ciénaga (Magdalena),45.0,35.0
73,Tolima,73349,Honda,Honda (Tolima),9.0,35.0
25,Cundinamarca,25594,Quetame,Quetame (Cundinamarca),2.0,35.0
20,Cesar,20178,Chiriguaná,Chiriguaná (Cesar),11.0,35.0
15,Boyacá,15322,Guateque,Guateque (Boyacá),4.0,35.0
54,Norte de Santander,54820,Toledo,Toledo (Norte de Santander),6.0,35.0
19,Cauca,19548,Piendamó - Tunía,Piendamó - Tunía (Cauca),15.0,35.0
68,Santander,68861,Vélez,Vélez (Santander),9.0,35.0
47,Magdalena,47798,Tenerife,Tenerife (Magdalena),5.0,35.0
27,Chocó,27450,Medio San Juan,Medio San Juan (Chocó),4.0,35.0
15,Boyacá,15218,Covarachía,Covarachía (Boyacá),1.0,35.0
25,Cundinamarca,25288,Fúquene,Fúquene (Cundinamarca),2.0,36.0
25,Cundinamarca,25095,Bituima,Bituima (Cundinamarca),1.0,36.0
25,Cundinamarca,25035,Anapoima,Anapoima (Cundinamarca),6.0,36.0
25,Cundinamarca,25875,Villeta,Villeta (Cundinamarca),11.0,36.0
25,Cundinamarca,25839,Ubalá,Ubalá (Cundinamarca),3.0,36.0
13,Bolívar,13836,Turbaco,Turbaco (Bolívar),41.0,36.0
5,Antioquia,5004,Abriaquí,Abriaquí (Antioquia),1.0,36.0
15,Boyacá,15380,La Capilla,La Capilla (Boyacá),1.0,36.0
52,Nariño,52699,Santacruz,Santacruz (Nariño),4.0,36.0
27,Chocó,27660,San José del Palmar,San José del Palmar (Chocó),2.0,36.0
27,Chocó,27787,Tadó,Tadó (Chocó),7.0,36.0
52,Nariño,52788,Tangua,Tangua (Nariño),5.0,36.0
19,Cauca,19809,Timbiquí,Timbiquí (Cauca),10.0,36.0
70,Sucre,70400,La Unión,La Unión (Sucre),5.0,36.0
15,Boyacá,15774,Susacón,Susacón (Boyacá),1.0,36.0
86,Putumayo,86865,Valle del Guamuez,Valle del Guamuez (Putumayo),13.0,37.0
8,Atlántico,8137,Campo de La Cruz,Campo de La Cruz (Atlántico),9.0,37.0
11,"Bogotá, D.C.",11001,"Bogotá, D.C.","Bogotá, D.C. (Bogotá D.C)",2892.0,37.0
8,Atlántico,8832,Tubará,Tubará (Atlántico),7.0,37.0
13,Bolívar,13688,Santa Rosa del Sur,Santa Rosa del Sur (Bolívar),13.0,37.0
52,Nariño,52838,Túquerres,Túquerres (Nariño),17.0,37.0
68,Santander,68264,Encino,Encino (Santander),1.0,37.0
70,Sucre,70265,Guaranda,Guaranda (Sucre),7.0,37.0
13,Bolívar,13433,Mahates,Mahates (Bolívar),11.0,37.0
23,Córdoba,23182,Chinú,Chinú (Córdoba),19.0,37.0
15,Boyacá,15236,Chivor,Chivor (Boyacá),1.0,38.0
25,Cundinamarca,25898,Zipacón,Zipacón (Cundinamarca),2.0,38.0
13,Bolívar,13657,San Juan Nepomuceno,San Juan Nepomuceno (Bolívar),15.0,38.0
52,Nariño,52693,San Pablo,San Pablo (Nariño),6.0,38.0
50,Meta,50006,Acacías,Acacías (Meta),36.0,38.0
70,Sucre,70820,Santiago de Tolú,Santiago de Tolú (Sucre),13.0,38.0
15,Boyacá,15215,Corrales,Corrales (Boyacá),1.0,38.0
52,Nariño,52490,Olaya Herrera,Olaya Herrera (Nariño),10.0,38.0
68,Santander,68524,Palmas del Socorro,Palmas del Socorro (Santander),1.0,38.0
68,Santander,68686,San Miguel,San Miguel (Santander),1.0,38.0
70,Sucre,70708,San Marcos,San Marcos (Sucre),23.0,38.0
68,Santander,68217,Coromoro,Coromoro (Santander),2.0,38.0
5,Antioquia,5475,Murindó,Murindó (Antioquia),2.0,38.0
70,Sucre,70523,Palmito,Palmito (Sucre),6.0,38.0
25,Cundinamarca,25483,Nariño,Nariño (Cundinamarca),1.0,38.0
23,Córdoba,23162,Cereté,Cereté (Córdoba),43.0,38.0
15,Boyacá,15511,Pachavita,Pachavita (Boyacá),1.0,39.0
13,Bolívar,13894,Zambrano,Zambrano (Bolívar),5.0,39.0
54,Norte de Santander,54001,San José de Cúcuta,San José de Cúcuta (Norte de Santander),312.0,39.0
5,Antioquia,5819,Toledo,Toledo (Antioquia),2.0,39.0
15,Boyacá,15580,Quípama,Quípama (Boyacá),2.0,39.0
8,Atlántico,8634,Sabanagrande,Sabanagrande (Atlántico),14.0,39.0
70,Sucre,70678,San Benito Abad,San Benito Abad (Sucre),12.0,39.0
70,Sucre,70823,Tolú Viejo,Tolú Viejo (Sucre),9.0,39.0
15,Boyacá,15518,Pajarito,Pajarito (Boyacá),1.0,40.0
76,Valle del Cauca,76895,Zarzal,Zarzal (Valle del cauca),17.0,40.0
5,Antioquia,5400,La Unión,La Unión (Antioquia),9.0,40.0
52,Nariño,52317,Guachucal,Guachucal (Nariño),8.0,40.0
47,Magdalena,47707,Santa Ana,Santa Ana (Magdalena),11.0,40.0
23,Córdoba,23855,Valencia,Valencia (Córdoba),15.0,40.0
18,Caquetá,18001,Florencia,Florencia (Caquetá),70.0,40.0
70,Sucre,70717,San Pedro,San Pedro (Sucre),8.0,40.0
85,Casanare,85015,Chámeza,Chámeza (Casanare),1.0,40.0
23,Córdoba,23466,Montelíbano,Montelíbano (Córdoba),34.0,40.0
25,Cundinamarca,25368,Jerusalén,Jerusalén (Cundinamarca),1.0,40.0
68,Santander,68705,Santa Bárbara,Santa Bárbara (Santander),1.0,40.0
13,Bolívar,13442,María La Baja,María La Baja (Bolívar),20.0,40.0
15,Boyacá,15621,Rondón,Rondón (Boyacá),1.0,40.0
52,Nariño,52720,Sapuyes,Sapuyes (Nariño),3.0,40.0
20,Cesar,20787,Tamalameque,Tamalameque (Cesar),7.0,41.0
88,Archipiélago de San Andrés,88001,San Andrés,San Andrés (San Andrés y Providencia),23.0,41.0
68,Santander,68322,Guapotá,Guapotá (Santander),1.0,41.0
25,Cundinamarca,25805,Tibacuy,Tibacuy (Cundinamarca),2.0,41.0
50,Meta,50325,Mapiripán,Mapiripán (Meta),3.0,41.0
52,Nariño,52260,El Tambo,El Tambo (Nariño),6.0,41.0
5,Antioquia,5266,Envigado,Envigado (Antioquia),101.0,41.0
44,La Guajira,44035,Albania,Albania (La Guajira),14.0,41.0
76,Valle del Cauca,76248,El Cerrito,El Cerrito (Valle del cauca),24.0,42.0
54,Norte de Santander,54109,Bucarasica,Bucarasica (Norte de Santander),3.0,42.0
70,Sucre,70702,San Juan de Betulia,San Juan de Betulia (Sucre),6.0,42.0
25,Cundinamarca,25851,Útica,Útica (Cundinamarca),2.0,42.0
47,Magdalena,47555,Plato,Plato (Magdalena),29.0,42.0
70,Sucre,70230,Chalán,Chalán (Sucre),2.0,42.0
20,Cesar,20310,González,González (Cesar),2.0,42.0
5,Antioquia,5873,Vigía del Fuerte,Vigía del Fuerte (Antioquia),4.0,42.0
25,Cundinamarca,25326,Guatavita,Guatavita (Cundinamarca),3.0,42.0
52,Nariño,52320,Guaitarilla,Guaitarilla (Nariño),5.0,42.0
70,Sucre,70235,Galeras,Galeras (Sucre),10.0,42.0
23,Córdoba,23570,Pueblo Nuevo,Pueblo Nuevo (Córdoba),16.0,42.0
68,Santander,68276,Floridablanca,Floridablanca (Santander),138.0,42.0
85,Casanare,85162,Monterrey,Monterrey (Casanare),8.0,42.0
19,Cauca,19318,Guapi,Guapi (Cauca),12.0,42.0
68,Santander,68344,Hato,Hato (Santander),1.0,42.0
27,Chocó,27361,Istmina,Istmina (Chocó),14.0,43.0
47,Magdalena,47205,Concordia,Concordia (Magdalena),5.0,43.0
23,Córdoba,23417,Lorica,Lorica (Córdoba),50.0,43.0
76,Valle del Cauca,76890,Yotoco,Yotoco (Valle del cauca),7.0,43.0
23,Córdoba,23464,Momil,Momil (Córdoba),9.0,43.0
13,Bolívar,13244,El Carmen de Bolívar,El Carmen de Bolívar (Bolívar),32.0,43.0
19,Cauca,19693,San Sebastián,San Sebastián (Cauca),5.0,43.0
68,Santander,68867,Vetas,Vetas (Santander),1.0,43.0
15,Boyacá,15106,Briceño,Briceño (Boyacá),1.0,44.0
68,Santander,68682,San Joaquín,San Joaquín (Santander),1.0,44.0
76,Valle del Cauca,76036,Andalucía,Andalucía (Valle del cauca),10.0,44.0
20,Cesar,20710,San Alberto,San Alberto (Cesar),13.0,44.0
15,Boyacá,15720,Sativanorte,Sativanorte (Boyacá),1.0,44.0
47,Magdalena,47245,El Banco,El Banco (Magdalena),32.0,44.0
85,Casanare,85315,Sácama,Sácama (Casanare),1.0,44.0
23,Córdoba,23555,Planeta Rica,Planeta Rica (Córdoba),30.0,44.0
81,Arauca,81736,Saravena,Saravena (Arauca),28.0,44.0
25,Cundinamarca,25518,Paime,Paime (Cundinamarca),2.0,44.0
76,Valle del Cauca,76147,Cartago,Cartago (Valle del cauca),64.0,45.0
76,Valle del Cauca,76520,Palmira,Palmira (Valle del cauca),162.0,45.0
25,Cundinamarca,25386,La Mesa,La Mesa (Cundinamarca),17.0,45.0
76,Valle del Cauca,76318,Guacarí,Guacarí (Valle del cauca),16.0,45.0
68,Santander,68235,El Carmen de Chucurí,El Carmen de Chucurí (Santander),10.0,45.0
5,Antioquia,5001,Medellín,Medellín (Antioquia),1167.0,45.0
68,Santander,68245,El Guacamayo,El Guacamayo (Santander),1.0,45.0
50,Meta,50150,Castilla la Nueva,Castilla la Nueva (Meta),7.0,45.0
68,Santander,68425,Macaravita,Macaravita (Santander),1.0,45.0
68,Santander,68132,California,California (Santander),1.0,45.0
52,Nariño,52036,Ancuya,Ancuya (Nariño),4.0,45.0
52,Nariño,52083,Belén,Belén (Nariño),3.0,45.0
99,Vichada,99624,Santa Rosalía,Santa Rosalía (Vichada),2.0,45.0
13,Bolívar,13160,Cantagallo,Cantagallo (Bolívar),4.0,45.0
25,Cundinamarca,25290,Fusagasugá,Fusagasugá (Cundinamarca),74.0,46.0
47,Magdalena,47703,San Zenón,San Zenón (Magdalena),6.0,46.0
70,Sucre,70215,Corozal,Corozal (Sucre),32.0,46.0
15,Boyacá,15244,El Cocuy,El Cocuy (Boyacá),2.0,46.0
13,Bolívar,13212,Córdoba,Córdoba (Bolívar),8.0,46.0
52,Nariño,52621,Roberto Payán,Roberto Payán (Nariño),6.0,46.0
52,Nariño,52427,Magüí,Magüí (Nariño),12.0,46.0
50,Meta,50313,Granada,Granada (Meta),34.0,46.0
91,Amazonas,91263,El Encanto,El Encanto (Amazonas),1.0,47.0
73,Tolima,73268,Espinal,Espinal (Tolima),35.0,47.0
52,Nariño,52227,Cumbal,Cumbal (Nariño),18.0,47.0
54,Norte de Santander,54518,Pamplona,Pamplona (Norte de Santander),26.0,47.0
68,Santander,68432,Málaga,Málaga (Santander),10.0,47.0
52,Nariño,52256,El Rosario,El Rosario (Nariño),6.0,47.0
20,Cesar,20750,San Diego,San Diego (Cesar),10.0,47.0
76,Valle del Cauca,76001,Cali,Cali (Valle del cauca),1064.0,47.0
54,Norte de Santander,54398,La Playa,La Playa (Norte de Santander),4.0,47.0
19,Cauca,19698,Santander de Quilichao,Santander de Quilichao (Cauca),54.0,47.0
68,Santander,68160,Cepitá,Cepitá (Santander),1.0,48.0
44,La Guajira,44078,Barrancas,Barrancas (La Guajira),20.0,48.0
5,Antioquia,5107,Briceño,Briceño (Antioquia),4.0,48.0
76,Valle del Cauca,76834,Tuluá,Tuluá (Valle del cauca),110.0,48.0
13,Bolívar,13468,Mompós,Mompós (Bolívar),23.0,48.0
52,Nariño,52250,El Charco,El Charco (Nariño),11.0,48.0
95,Guaviare,95001,San José del Guaviare,San José del Guaviare (Guaviare),29.0,49.0
70,Sucre,70233,El Roble,El Roble (Sucre),5.0,49.0
81,Arauca,81001,Arauca,Arauca (Arauca),48.0,49.0
23,Córdoba,23586,Purísima de La Concepción,Purísima de La Concepción (Córdoba),9.0,49.0
8,Atlántico,8685,Santo Tomás,Santo Tomás (Atlántico),16.0,49.0
15,Boyacá,15092,Betéitiva,Betéitiva (Boyacá),1.0,49.0
13,Bolívar,13430,Magangué,Magangué (Bolívar),70.0,49.0
68,Santander,68092,Betulia,Betulia (Santander),3.0,49.0
44,La Guajira,44090,Dibulla,Dibulla (La Guajira),22.0,49.0
47,Magdalena,47541,Pedraza,Pedraza (Magdalena),5.0,49.0
68,Santander,68121,Cabrera,Cabrera (Santander),1.0,50.0
68,Santander,68255,El Playón,El Playón (Santander),7.0,50.0
15,Boyacá,15022,Almeida,Almeida (Boyacá),1.0,50.0
15,Boyacá,15442,Maripí,Maripí (Boyacá),3.0,50.0
15,Boyacá,15176,Chiquinquirá,Chiquinquirá (Boyacá),30.0,50.0
76,Valle del Cauca,76111,Guadalajara de Buga,Guadalajara de Buga (Valle del cauca),67.0,50.0
54,Norte de Santander,54498,Ocaña,Ocaña (Norte de Santander),67.0,50.0
47,Magdalena,47692,San Sebastián de Buenavista,San Sebastián de Buenavista (Magdalena),11.0,50.0
52,Nariño,52215,Córdoba,Córdoba (Nariño),8.0,50.0
17,Caldas,17001,Manizales,Manizales (Caldas),226.0,50.0
44,La Guajira,44420,La Jagua del Pilar,La Jagua del Pilar (La Guajira),2.0,50.0
8,Atlántico,8638,Sabanalarga,Sabanalarga (Atlántico),52.0,51.0
13,Bolívar,13042,Arenal,Arenal (Bolívar),4.0,51.0
47,Magdalena,47675,Salamina,Salamina (Magdalena),6.0,51.0
44,La Guajira,44279,Fonseca,Fonseca (La Guajira),25.0,51.0
81,Arauca,81300,Fortul,Fortul (Arauca),12.0,51.0
50,Meta,50568,Puerto Gaitán,Puerto Gaitán (Meta),23.0,51.0
17,Caldas,17380,La Dorada,La Dorada (Caldas),38.0,51.0
25,Cundinamarca,25871,Villagómez,Villagómez (Cundinamarca),1.0,51.0
68,Santander,68013,Aguada,Aguada (Santander),1.0,52.0
47,Magdalena,47660,Sabanas de San Ángel,Sabanas de San Ángel (Magdalena),9.0,52.0
68,Santander,68081,Barrancabermeja,Barrancabermeja (Santander),110.0,52.0
73,Tolima,73616,Rioblanco,Rioblanco (Tolima),12.0,52.0
47,Magdalena,47720,Santa Bárbara de Pinto,Santa Bárbara de Pinto (Magdalena),6.0,52.0
94,Guainía,94883,San Felipe,San Felipe (Guainía),1.0,52.0
68,Santander,68077,Barbosa,Barbosa (Santander),17.0,52.0
